move_sequence,col0,col1,col2,col3,col4,col5,col6,best_col
003146150050255325664210243345,-1.000,-0.905,-0.905,-0.905,-0.905,-1.000,-0.905,1
002466402126105404416255421636,-0.848,-0.848,-0.848,0.905,-1.000,0.000,-1.000,3
001111666636436043130504304451,-1.000,-1.000,0.905,0.762,0.762,-0.905,-1.000,2
000535300166330355231151462426,-1.000,-0.905,0.905,-1.000,0.905,-0.905,-0.905,2
004163014331554004254413163650,-1.000,-0.905,0.635,-0.905,-1.000,-0.905,-0.905,2
004402412326230132526333400654,-1.000,0.905,-1.000,-1.000,0.762,0.905,0.762,1
000341216004361166053134624442,-1.000,-0.762,0.000,0.905,-1.000,-0.905,-0.762,3
000161455363061312105122650545,-1.000,-1.000,-0.905,-0.905,-0.905,-1.000,-0.905,2
005462230030160225165664442615,-1.000,0.905,-0.462,-0.905,-0.462,0.462,-1.000,1
005164311515051431534346522466,0.905,-1.000,0.762,-0.905,-0.905,-1.000,-0.905,0
001333365550056151161302134245,-0.905,-1.000,0.905,-1.000,-0.905,-1.000,-0.905,2
006144120344266522535610162050,-1.000,0.905,-0.905,0.905,-0.905,0.905,-0.905,1
006262343166221362561401024350,-0.905,-0.905,-1.000,-0.905,-0.905,-0.905,-1.000,0
002341554552550412460030166121,-1.000,-0.905,-0.905,0.905,-0.905,-1.000,-0.905,3
001243242233260102544556315040,-1.000,0.905,-1.000,0.762,-0.905,-0.905,-0.905,1
005442021266660563221635012550,-1.000,0.762,-1.000,0.905,0.245,-0.762,-1.000,3
00011322126553413113663043552,0.941,-1.000,0.462,-1.000,-0.905,0.462,0.848,0
00444405346141556660233122020,-1.000,0.941,-0.905,0.941,-1.000,-0.905,-0.905,1
00344615035362154165036641206,-0.905,-0.905,0.941,0.941,0.848,-0.905,-1.000,2
00433564210025160102114642642,-1.000,-0.635,0.462,0.941,-0.635,-0.905,-0.635,3
00066161011502613614644550424,-1.000,-1.000,-0.905,0.941,-0.848,-0.905,-1.000,3
00206243514444564216105126132,0.941,-0.905,-0.905,-0.905,-1.000,-0.905,0.941,0
00335655636333245521620425066,0.000,-0.905,0.462,-1.000,0.941,-1.000,-1.000,4
00045466201555634665315322003,-1.000,0.000,0.000,0.000,0.000,-1.000,0.000,1
00054211335635504051356304342,-1.000,0.848,0.848,-1.000,0.848,-1.000,0.762,1
00016211222555610262345016104,-1.000,-1.000,-1.000,0.941,-0.905,-0.905,-0.905,3
00263461321626024535426062450,-0.905,-0.905,-1.000,-0.905,-0.905,0.941,-1.000,5
00115445031063435662001454646,-1.000,-0.905,0.941,0.941,-1.000,-0.905,0.848,2
00322054563416002610666343342,-1.000,-0.905,-0.905,-0.905,-0.905,-0.905,-1.000,1
00311204615521600034446224253,-1.000,-0.905,-0.905,-0.905,-0.905,-0.905,-0.905,1
00054505444253150022544113666,-1.000,-0.905,-0.905,0.941,-1.000,-1.000,-0.905,3
00250541525545121024243160164,0.848,0.848,0.848,0.941,0.848,-1.000,-0.905,3
00621355625024440526011505211,-1.000,-0.905,-0.245,0.941,-0.905,-1.000,-0.905,3
00263033020365254355044566443,-1.000,0.848,0.941,-1.000,-0.905,-0.905,0.941,2
00230026122500225141156451363,-1.000,-0.905,-1.000,-0.905,-0.905,-0.905,0.941,6
00226352050062245621644411613,-0.905,-0.905,-1.000,0.941,-0.905,0.848,-0.905,3
00133044220033545206155153135,-1.000,0.848,0.941,-1.000,0.848,-1.000,0.848,2
00535201106040423345562353225,-1.000,0.941,-0.905,0.941,0.941,-1.000,-0.905,1
00115153225062260036014234243,-1.000,0.941,-1.000,-0.905,-0.905,-0.905,-0.905,1
00364150606134446305461141630,-1.000,-0.905,0.462,-0.905,-1.000,-0.905,-1.000,2
00541466443261210455655132354,-0.905,0.941,-0.905,0.941,-1.000,-1.000,-0.905,1
00104624521321650431501125064,-1.000,-1.000,-0.905,-0.905,-0.905,-0.905,-0.905,2
00021043501235116356043236445,-1.000,0.848,0.941,0.848,0.848,0.941,-0.905,2
00035261461361025010152533164,-1.000,-1.000,0.848,-0.905,0.941,-0.905,-0.905,4
00050111334403205115353314652,-1.000,-1.000,0.941,-1.000,-0.905,0.941,-0.905,2
00152626426113210400123165654,-0.905,-1.000,-0.905,-0.905,-0.905,0.941,-0.905,5
00556320020654610512663525333,-1.000,-0.905,-0.905,-0.905,-0.905,-1.000,-0.905,1
00105465235526343206214612662,-0.905,-0.905,-1.000,-0.905,-0.848,-0.905,-1.000,4
00301635333155105300544156144,-1.000,-0.905,-0.905,-1.000,-0.905,-1.000,-0.905,1
00226542242653303362460464614,-0.905,0.941,-1.000,-0.905,-1.000,0.941,-1.000,1
00151506230042341054244251656,-1.000,-0.905,-0.905,0.941,-0.905,-0.905,-0.905,3
0003253033154122413206554605,-1.000,-0.941,-0.941,-0.941,0.941,-0.941,0.941,4
0034314403531101233552151005,-1.000,-1.000,-0.941,-1.000,-0.941,-0.941,-0.941,2
0022312345525302160251650151,0.941,-0.941,-1.000,0.941,-0.941,-1.000,-0.941,0
0023541505606022242620353411,-1.000,-0.941,-1.000,-0.941,0.941,-0.941,-0.941,4
0025234035353611666243132026,-0.941,-0.941,-0.941,-1.000,-0.941,-0.941,-0.941,0
0036234634211064600433324125,-0.941,-0.941,-0.941,-1.000,-0.941,-0.941,-0.941,0
0061352105661363410455455401,0.941,-0.941,0.941,-0.941,-0.941,-1.000,-0.941,0
0060325550025230251111112532,-1.000,-1.000,-1.000,0.941,0.941,-1.000,0.848,3
0064164342516211340134600356,-0.941,-0.941,0.941,-0.941,-0.941,0.941,-0.941,2
0000040535446442463216321666,-1.000,-0.941,-0.848,0.941,-1.000,-0.941,-1.000,3
0010444165632433020324505325,-1.000,-0.941,-0.941,-0.941,-0.941,-0.941,-0.941,1
0064151304211332636201135524,-0.941,-1.000,-0.941,-0.941,-0.941,-0.941,0.941,6
0036613260254063350326225325,0.848,0.941,-1.000,-1.000,0.941,0.848,0.848,1
0024025221302544541605205435,-1.000,-0.941,-1.000,0.941,-0.941,-1.000,-0.941,3
0000443612333446624412603306,-1.000,-0.941,-0.941,-1.000,-1.000,-0.941,-0.941,1
0046403514021351502462341062,-1.000,-0.941,-0.941,-0.941,-0.941,-0.941,0.941,6
0025056122511440032326661132,0.462,0.462,-1.000,0.848,0.941,0.848,0.462,4
0033466125302510010264461434,-1.000,0.848,0.848,0.848,-0.762,0.941,-0.762,5
0051212645156143366622542255,-0.941,-0.941,-1.000,-0.941,-0.941,-1.000,-0.941,0
0054031014442364501145666152,-0.941,-0.941,0.848,-0.941,-1.000,-0.941,-0.941,2
0066331563116362264035054101,-0.941,-0.941,-0.941,-0.941,-0.941,-0.941,-1.000,0
0034153541043465416056556042,0.245,0.462,0.245,0.941,-1.000,-1.000,0.848,3
0034626566112621432434426015,-0.941,0.941,-0.941,0.848,-0.941,-0.941,-1.000,1
0002662140660132204333144323,-1.000,-0.941,-0.941,-1.000,0.245,0.941,-0.941,5
0024442116600444655205106526,-1.000,-0.941,-0.941,0.941,-1.000,-0.941,-0.941,3
0055230144510550246222516423,-0.941,-0.941,-1.000,-0.941,-0.941,-1.000,-0.941,0
0042646551564366063035535403,0.245,0.000,-0.848,0.000,0.000,-1.000,-1.000,0
0016624425506666541222020501,-1.000,-0.905,-1.000,-0.941,-0.905,-0.905,-1.000,1
0010322415630522604133366634,-0.941,-0.941,0.848,-1.000,0.941,0.941,-0.941,4
0044564506045416120065116346,-1.000,-0.941,-0.941,-0.635,-1.000,-0.941,-1.000,3
0041501400435654355160313344,-1.000,0.462,0.462,0.462,-1.000,0.462,0.941,6
0043601056152246135105011653,-1.000,-1.000,-0.941,-0.941,-0.941,-0.941,-0.941,2
0044342462466114055226032200,-1.000,-0.941,-1.000,0.245,-1.000,-0.941,-0.941,3
0013351655553212334651606113,-0.905,-1.000,0.941,-1.000,-0.905,-1.000,0.848,2
0016031264510634314305336054,-1.000,0.462,0.000,-1.000,0.462,0.462,0.462,1
0021243120433434325366611266,0.462,0.462,0.462,-1.000,0.462,-0.462,0.462,0
0014645150026033213336422505,-1.000,0.848,-0.941,-0.941,0.941,-0.941,-0.941,4
0004424124013053510636143625,-1.000,-0.941,0.941,-0.941,-0.941,-0.941,-0.941,2
0012354015005634041255256163,-1.000,-0.941,-0.941,0.941,-0.941,-1.000,-0.941,3
0056340215045523153115326131,-0.941,-1.000,0.941,0.941,0.848,-1.000,-0.941,2
003125120041640203412616236,-1.000,0.905,0.905,-0.941,0.964,0.964,0.905,4
000256610333160022461364343,-1.000,0.905,0.905,-1.000,0.905,0.964,0.905,5
000652256434122143611341625,-0.941,-0.941,-0.941,-0.941,-0.941,-0.941,-0.941,0
003160162362032460110151244,-1.000,-1.000,-0.941,0.905,0.964,0.964,-0.941,4
006614520566050615516033315,-1.000,0.905,0.905,0.905,0.964,-1.000,-1.000,4
003214253362562265265411000,-0.905,-0.905,-1.000,0.000,0.964,-0.905,0.000,4
001333632503340626011424466,-0.941,-0.941,0.964,-1.000,-0.941,-0.941,-0.941,2
001264344134324503305651366,-0.941,-0.941,-0.762,-1.000,-0.941,-0.941,-0.941,2
000323346346433220564051666,-0.941,0.964,-0.941,-1.000,-0.941,-0.941,-1.000,1
005454646144502013220522011,-1.000,0.635,-0.462,-0.905,-0.462,0.635,0.635,1
000203506022146643514415651,-1.000,-0.905,0.462,-0.941,-0.905,0.462,-0.905,2
006136651652346245251561220,-0.941,-0.941,-0.941,-0.941,-0.941,0.964,-1.000,5
002336235302306146505321021,-1.000,-0.941,-0.941,-1.000,-0.941,-0.941,-0.941,1
003506211645210553365522441,-0.941,-0.941,-0.941,0.964,-0.941,-1.000,0.964,3
003125420244310644240213323,-0.941,-0.941,-1.000,-0.941,-1.000,-0.941,-0.941,0
006521506516623036341201522,-0.941,-0.941,-0.941,0.964,-0.941,-0.941,-0.941,3
004222044530600211542264511,-1.000,-0.762,-1.000,0.905,-0.762,-0.462,0.848,3
001613016241155125446423234,-0.941,-1.000,-0.941,0.964,-0.941,0.964,-0.941,3
004266311556531042261503630,-0.941,0.905,-0.941,0.964,0.964,-0.941,-0.941,3
004463046435226255412122514,0.964,0.964,-1.000,0.964,-1.000,-0.941,0.964,0
002141046022540103152554153,-1.000,-0.941,-0.941,0.964,0.964,-0.941,-0.941,3
000355166452213500102455122,-1.000,-0.941,-0.941,-0.635,-0.941,-1.000,-0.941,3
004613131556666544244006340,-0.941,0.462,-0.941,-0.941,-1.000,-0.941,-1.000,1
006630623014511166652402342,-0.941,-0.941,-0.941,-0.941,0.964,-0.941,-1.000,4
006432136540632533135456166,-0.941,-0.941,-0.941,-1.000,-0.941,-0.941,-1.000,0
004213211656662002254345535,-0.941,-0.941,-0.941,0.964,0.905,-0.941,-0.941,3
000660361451006455461211314,-1.000,-1.000,-0.941,-0.848,-0.905,-0.905,-0.905,3
001164530212242261112045504,-0.848,-1.000,-1.000,0.964,-0.848,-0.245,-0.848,3
005531666515220251110132340,-0.941,-1.000,0.964,-0.941,-0.941,-0.941,-0.941,2
006625614353306664043005131,-1.000,0.905,-0.941,0.905,0.964,0.964,-1.000,4
004002006525245252511564161,-1.000,-0.941,-0.941,-0.941,-0.941,-1.000,-0.941,1
006301154606446364241642125,-0.941,0.462,-0.941,0.964,-1.000,-0.941,-1.000,3
005266132104455556066220302,-1.000,-0.941,-0.941,0.000,-0.941,-0.941,-0.941,3
003065125466460466542105012,-1.000,-0.941,-0.941,0.964,-0.941,-0.941,-1.000,3
004214616526301012642565235,0.964,0.905,0.905,0.964,0.905,0.905,0.905,0
000134164426401566010344315,-1.000,-0.635,-0.941,-0.635,-1.000,-0.635,-0.635,1
001213456415250130106310533,-1.000,-1.000,0.905,0.762,0.905,0.762,0.905,2
005462650130245512251124333,0.000,0.000,0.000,0.000,0.964,0.000,0.000,4
005363164426046100464655405,-1.000,0.905,0.964,0.964,-1.000,0.905,-1.000,2
000041034653655210321666365,-1.000,-0.941,-0.941,-0.941,-0.941,-0.941,-1.000,1
005000123352022616622136335,-1.000,0.964,-1.000,-0.941,-0.941,-0.941,-0.941,1
005143256230145013450625266,-0.941,-0.941,-0.941,-0.941,0.964,-0.941,-0.941,4
001240365225600305336643123,-1.000,0.964,0.905,-1.000,0.964,0.905,0.905,1
000142441305464604116336505,-1.000,-0.762,-0.941,-0.762,-1.000,0.964,-0.762,5
00433022120445611413432521,-0.462,-0.462,-0.462,0.905,-0.462,-0.462,-0.462,3
00224310020436154530443452,-1.000,-0.964,0.905,0.964,-1.000,0.964,-0.964,3
00544452042206552040531526,-1.000,-0.964,-0.964,0.964,-0.964,-1.000,-0.964,3
00001220045415455232423455,-1.000,-0.964,0.245,0.964,-0.964,-1.000,-0.964,3
00336452632502253322554063,-0.964,-0.964,-1.000,-1.000,-0.964,-0.964,0.964,6
00316126035051030633136525,-1.000,0.462,-0.964,-1.000,0.964,0.462,0.462,4
00240252155405252405614360,-1.000,-0.964,-0.964,-0.462,-0.964,-1.000,-0.964,3
00042600542352460124116326,-1.000,-0.964,-0.964,-0.964,-0.964,-0.964,-0.964,1
00334032261355052232364251,-0.964,0.964,-1.000,-1.000,0.905,-0.964,-0.964,1
00434206123525145200355460,-1.000,0.964,-0.964,0.964,-0.964,-0.964,-0.964,1
00216015351056646203225031,-1.000,-0.964,-0.964,0.964,0.964,-0.964,-0.964,3
00036456066233130021324512,-1.000,-0.964,-0.905,-0.941,-0.941,-0.941,-0.941,2
00510446621605604642651511,-0.964,-0.964,-0.964,-0.964,0.964,-0.964,-1.000,4
00421511450061532604415610,-1.000,-1.000,0.905,0.964,0.905,0.905,0.905,3
00134226462205632203511051,-0.964,-0.964,-1.000,0.635,-0.964,-0.964,-0.964,3
00143642256105332633143444,0.964,-0.964,-0.964,-1.000,-1.000,0.905,-0.964,0
00033641223504531664666022,0.905,0.964,0.905,0.905,0.905,0.905,-1.000,1
00533366035140260443360266,-1.000,-0.964,-0.964,-1.000,-0.964,-0.964,-1.000,1
00666205631036062240144324,-1.000,0.000,0.000,0.000,0.000,0.000,-1.000,1
00422033114660031654113143,-0.941,-1.000,-0.905,-0.941,-0.941,-0.964,0.762,6
00111543104644125664056225,-0.964,0.964,-0.964,0.964,-0.964,-0.964,-0.964,1
00036526520126600212661531,-1.000,0.905,0.905,0.964,0.905,0.905,-1.000,3
00531234436144166554014031,-0.462,0.245,0.000,0.635,-1.000,-0.635,0.000,3
00225035545035016102145423,-1.000,-0.964,-0.964,-0.964,-0.941,-1.000,-0.964,4
00336163054226606300335426,-1.000,-0.964,0.245,-1.000,-0.964,-0.964,-1.000,2
00500153063213066141454636,-1.000,0.905,0.964,0.905,0.964,0.905,0.905,2
00352154266514451046536446,0.964,0.905,0.905,0.964,-1.000,0.905,0.905,0
00532231236146341120342230,-0.964,-0.964,-1.000,-1.000,-0.964,-0.964,-0.964,0
00005462663353336223261064,-0.964,0.964,-0.964,-1.000,0.964,-0.964,-1.000,1
00054065016444601136611334,-1.000,-0.635,-0.964,-0.635,-0.635,0.964,-0.635,5
00046331530060253452363554,-1.000,-0.964,-0.964,-1.000,0.964,-0.964,-0.964,4
00431625445653114516002304,-0.964,-0.964,-0.964,-0.964,-0.964,-0.964,-0.964,0
00065366414554643624402525,0.905,0.964,0.964,-0.964,-1.000,0.905,0.905,1
00023420155510333111136555,0.905,-1.000,0.964,0.905,0.964,-1.000,0.905,2
00160104124244225410164530,-1.000,0.964,-0.964,0.905,-1.000,-0.964,-0.964,1
00040544212566426554551410,0.905,0.905,0.905,0.964,-1.000,-1.000,0.905,3
00321424631360435133564540,-0.964,-0.964,-0.964,-1.000,0.964,-0.964,-0.964,4
00324023363256006222440645,-1.000,0.964,-1.000,0.905,0.635,-0.964,0.635,1
00060652652642663311434324,-0.964,0.964,-0.964,-0.964,-0.964,-0.964,-1.000,1
00045413310423100246633154,-1.000,-0.964,-0.941,-0.964,-0.964,0.964,-0.964,5
00204335440554301135445220,-1.000,0.905,0.905,0.964,-1.000,0.964,0.905,3
00265205225415211506635146,-0.964,-0.964,-0.964,-0.462,-0.964,-1.000,-0.964,3
00400206235503111142324325,-1.000,-0.964,-0.964,-0.964,0.964,-0.964,-0.964,4
00221646544333631245312231,-0.964,-0.964,-0.964,-1.000,-0.964,-0.964,-0.964,0
00545114564325654635462103,0.905,0.905,0.905,0.905,0.964,-1.000,0.905,4
00562123224665066255213541,-0.964,0.964,-1.000,-0.964,-0.964,-0.964,-0.964,1
00632161412232053335101146,-0.941,-1.000,0.905,-0.941,-0.462,-0.941,-0.941,2
00520251320026436545664442,-0.964,-0.964,-0.964,0.964,-0.964,-0.964,-0.964,3
00563031502364326500336654,-1.000,0.905,0.905,-1.000,0.964,0.905,0.905,4
00411400113160364541550452,-1.000,-1.000,0.905,0.905,0.635,0.905,0.635,2
00260220106254266440245114,-1.000,0.905,-1.000,0.964,0.905,0.905,0.905,3
00116114215163532300050666,-1.000,-1.000,-0.964,0.462,-0.964,-0.964,-0.964,3
0020561456054655036536311,-0.964,-0.964,-0.964,-0.964,-0.964,-1.000,-0.964,0
0043212435166316333665516,-0.964,-0.964,0.000,-1.000,-0.964,-0.964,-1.000,2
0050031616230542436452401,-1.000,0.941,-0.964,0.978,-0.964,-0.964,-0.964,3
0021556421464656222261344,-0.462,0.978,-1.000,-0.964,-0.462,-0.462,-0.462,1
0041500545433266340331416,0.941,0.978,-0.941,0.941,0.941,0.941,0.941,1
0033412511560351241312254,0.941,-1.000,0.462,0.978,0.635,0.635,0.635,3
0003225544344046052054315,-1.000,-0.964,-0.941,0.978,-1.000,-0.941,-0.941,3
0003605021252233045661362,-1.000,0.941,-0.245,0.000,0.000,-0.245,-0.462,1
0060161220145666654321121,0.978,-1.000,-0.964,-0.905,-0.964,-0.964,-1.000,0
0042635111251444530014251,-0.964,-1.000,-0.964,-0.964,-0.964,-0.964,0.978,6
0015404026651263563205531,-0.964,0.000,-0.964,-0.964,-0.964,-0.964,-0.964,1
0053355211612411540166402,-0.964,-1.000,-0.964,-0.964,-0.964,-0.964,-0.964,0
0022610254221511306214401,-0.635,-1.000,-1.000,0.978,0.941,0.000,-0.635,3
0041143541332341232554311,-0.964,-1.000,0.978,-1.000,-0.964,-0.964,-0.964,2
0026136160535644615415261,0.941,0.905,0.941,0.941,0.941,0.905,-1.000,0
0013616146666245242001522,-0.964,0.978,-0.964,0.941,-0.964,-0.964,-1.000,1
0003131146064220623603466,-1.000,0.978,-0.964,-0.964,-0.462,-0.964,-1.000,1
0032241023566140545216140,-0.964,-0.964,-0.964,-0.964,-0.964,0.978,-0.964,5
0062603664421400221116310,-1.000,-0.941,-0.941,-0.964,-0.941,-0.964,-0.941,1
0043062601321305216256604,-1.000,-0.964,-0.964,-0.964,-0.964,-0.964,-0.964,1
0046154433003564325442562,-0.964,0.978,-0.964,-0.964,-1.000,-0.964,-0.964,1
0034412233122311506541026,0.941,0.941,0.941,0.941,0.978,-0.964,0.941,4
0036625634105445046301043,-1.000,0.762,0.000,-0.905,-0.905,-0.462,-0.905,1
0006341641461300541303616,-1.000,-0.964,-0.964,0.978,-0.964,-0.964,-0.964,3
0034525025246502202655436,-0.941,-0.941,-1.000,-0.964,-0.762,-1.000,-0.941,4
0054254155632140452302260,-0.964,-0.964,-0.964,-0.964,-0.964,-0.964,-0.964,0
0040044104115223330613513,-1.000,-0.964,0.978,-0.964,-0.964,-0.964,-0.964,2
0046520065501441346525156,-0.964,-0.964,-0.964,-0.964,-0.964,-1.000,-0.462,6
0046646011552650054524154,-0.964,-0.964,-0.964,-0.905,-0.964,-1.000,-0.964,3
0002351066635465055133631,-0.964,-0.964,0.978,-0.964,-0.964,-0.964,0.905,2
0016305052422664413161663,0.978,0.978,-0.964,-0.964,-0.964,-0.964,-1.000,0
0064554461323410461032460,-0.964,-0.964,-0.964,-0.941,-1.000,-0.964,-0.964,3
0001333452125553460435311,-0.941,-0.941,-0.964,-1.000,-0.941,-0.941,-0.941,0
0053165405205502225434630,-1.000,0.941,0.941,0.941,0.978,-1.000,0.978,4
0043635535635660355623110,0.462,0.462,0.978,-1.000,0.000,-1.000,0.000,2
0002026455441052062455546,-1.000,0.941,0.905,0.941,0.978,-1.000,0.905,4
0042200064230245143525523,-1.000,-0.964,-1.000,-0.905,-0.941,-0.941,-0.941,3
0056163365314346443225411,-0.848,-0.848,-0.964,-0.848,-0.848,0.978,-0.848,5
0021023411113241654440346,-0.964,-1.000,-0.964,-0.964,-1.000,-0.964,-0.964,0
