move_sequence,col0,col1,col2,col3,col4,col5,col6,best_col
002645021302265046623256360141,-1.000,0.762,-1.000,0.762,0.905,0.905,-1.000,4
004340536316550156516544664221,-0.905,-0.905,-0.905,0.905,-0.905,-1.000,-1.000,3
00433503131630666123542615011,-0.905,-1.000,0.848,-1.000,0.941,-0.905,-0.905,4
00355631514665022162560500136,-1.000,-0.905,-0.905,-0.905,0.848,-1.000,-1.000,4
00066005066222561521645545213,-1.000,-0.905,-0.905,0.000,-0.905,-1.000,-1.000,3
00054204566054561516650243362,-1.000,-0.905,-0.848,-0.905,-0.848,-1.000,-1.000,2
00610225462411634620165464554,-0.905,-0.905,-0.905,-0.905,-1.000,-0.905,-1.000,0
00123333103165035605140612645,-1.000,-0.848,-0.905,-1.000,-0.762,-0.848,-0.848,4
00241012115656461142233254024,-0.905,-1.000,-1.000,-0.905,-0.905,-0.905,0.941,6
00664600564300611613112245232,-1.000,-0.905,-0.905,0.941,0.941,-0.905,-1.000,3
00062220165504162551525420641,-1.000,-0.905,-1.000,0.941,0.941,-1.000,-0.905,3
00464534420464212132362665200,-0.905,-0.905,-1.000,0.941,-1.000,-0.905,-0.905,3
00445463514504506432102262203,-1.000,-0.905,-0.905,-0.905,-1.000,-0.905,0.941,6
00560200312325225165254063511,-1.000,-0.905,-1.000,0.762,-0.905,-1.000,-0.905,3
00050505531055642126443131133,-1.000,-0.905,-0.905,-0.905,-0.635,-1.000,-0.905,4
00650400335115563406434665643,-1.000,0.000,-0.848,-0.762,-0.762,-0.762,-1.000,1
00533336332156625212456151242,0.941,0.941,-1.000,-1.000,0.941,-0.905,-0.905,0
00126631236154531556613123446,0.848,-1.000,0.941,0.848,0.941,0.848,-1.000,2
00416123354553220064506636625,-0.905,0.941,-0.905,-0.905,-0.905,0.000,-1.000,1
00455321663353601412021651060,-1.000,-0.905,0.941,-0.905,-0.905,-0.905,-0.905,2
00363240165520344366003364141,-1.000,-0.905,-0.905,-1.000,-0.905,-0.905,-0.905,1
00662216033521150001546122662,-1.000,-0.905,-1.000,0.635,-0.905,-0.905,-1.000,3
00460050456103344212145626226,-1.000,-0.905,-0.905,-0.905,-0.905,-0.905,-0.905,1
00463153055264134106351521621,-0.905,-1.000,0.941,-0.905,-0.905,-0.905,-0.905,2
00031161266165206316535045514,0.848,-1.000,0.941,0.941,0.848,0.848,-1.000,2
00534013361056426600156162541,-1.000,-0.848,-0.905,-0.635,-0.848,-0.848,-1.000,3
00322412245205355363521513364,-0.905,-0.905,-1.000,-1.000,0.941,-1.000,-0.905,4
00056340355440140236162134436,-1.000,-0.905,0.762,-0.905,-1.000,-0.905,-0.905,2
00560165361014031460652536234,-1.000,-0.905,-0.905,-0.905,-0.905,0.941,-1.000,5
00160653622164261300504652441,-1.000,-0.905,-0.905,-0.905,-0.905,-0.905,-1.000,1
00430120606541222622035435353,-1.000,-0.905,-1.000,-0.848,-0.905,-0.905,-0.905,3
00050612616645654311260140544,-1.000,-0.905,-0.905,-0.635,-0.905,-0.905,-1.000,3
00450001061211236466156623234,-1.000,-0.905,-0.905,0.941,-0.905,0.941,-1.000,3
00330462163016520051626365335,-1.000,0.941,0.941,-1.000,0.848,0.848,-1.000,1
0013505201106155510523434166,-1.000,-1.000,-0.941,-0.941,-0.941,-1.000,-0.941,2
0042322020160044653546355561,-1.000,-0.941,-0.941,0.941,-0.941,-0.941,-0.941,3
0056462510534555223043622236,0.848,0.941,-1.000,-0.941,0.941,-1.000,-0.941,1
0062650562415126413426463525,-0.941,0.941,0.941,-0.941,-0.941,-0.941,-1.000,1
0052051611040523634610364266,-1.000,0.848,0.941,0.848,0.941,0.848,-1.000,2
0013144601215065200426155256,-1.000,-0.905,-0.905,0.941,0.848,-0.905,-0.905,3
0002534666420525336301466252,0.941,-0.941,-0.941,-0.941,0.941,-0.941,-1.000,0
0065504021130466265632603233,-1.000,0.000,-0.941,-0.941,0.941,-0.941,-1.000,4
0062010045341634043545214222,-1.000,-0.941,-0.941,0.941,-1.000,-0.941,-0.941,3
0003341345452002531013322124,-1.000,-0.941,-0.941,-1.000,-0.941,0.941,-0.462,5
0064021515040011315513656543,-1.000,-1.000,0.941,-0.941,-0.941,-1.000,0.941,2
0055654261162425532362216135,-0.941,-0.941,-1.000,0.941,0.848,-1.000,-0.941,3
0004416665000234161542632644,-1.000,0.848,0.848,0.941,-1.000,-0.941,-1.000,3
0020114211655446450404502151,-1.000,-1.000,0.848,0.941,-1.000,0.848,0.848,3
0023642055412234420110250165,-1.000,-0.941,-1.000,-0.941,-0.941,-0.905,-0.941,5
0061120626526251332533253014,0.848,0.848,-1.000,0.941,-0.941,-0.762,-0.762,3
0043664062062151212566531311,-0.941,-1.000,0.941,0.941,-0.941,-0.941,-1.000,2
0062016466054422305564521025,-1.000,0.941,0.848,0.941,0.848,0.848,0.848,1
0044424632106653035004632542,-1.000,-0.941,-0.941,-0.941,-1.000,-0.941,-0.941,1
0055041002302323154661125526,-1.000,-0.941,-0.941,0.941,-0.941,-0.941,-0.941,3
0056561660421521350130502563,-1.000,0.848,0.848,0.941,0.941,-1.000,0.848,3
0024035616533015622556436222,-0.941,0.941,-1.000,-0.941,-0.941,-0.941,-0.941,1
0066021140352433030611351265,-1.000,-0.941,-0.941,-0.941,-0.941,-0.941,-0.941,1
0041512266255203064031206645,-1.000,0.941,-0.941,0.941,0.941,-0.941,-0.941,1
0064340661212652435012255563,-0.941,-0.941,-0.941,0.941,-0.941,-0.941,-0.941,3
0022155566516061133506144236,0.848,0.848,0.941,0.848,0.941,0.848,-1.000,2
0065435461013021221146532012,0.848,-1.000,0.848,0.941,0.848,0.941,0.848,3
0021201461056503066356326423,-1.000,0.000,-0.941,-0.941,-0.941,-0.941,-1.000,1
0056110455023344466640661410,-1.000,-0.941,0.941,-0.941,-1.000,-0.941,-1.000,2
0035114401600564535313550444,-1.000,-0.941,0.941,-0.905,-1.000,-1.000,-0.941,2
0003450633543502102121335166,-1.000,-0.941,-0.941,-1.000,-0.941,-0.941,-0.941,1
0050063445662241511036154155,0.848,0.848,0.848,0.848,0.941,-1.000,0.848,4
0056403613633226505536430015,-1.000,-0.941,0.941,-1.000,0.848,-0.941,-0.941,2
0016514650055666650252104413,-1.000,-0.941,-0.941,-0.941,-0.941,-1.000,-1.000,1
0046101541050012446416416366,-1.000,-1.000,0.462,0.848,-1.000,0.762,-1.000,3
0031600011551235522034431635,-1.000,0.245,0.941,0.462,0.462,0.245,0.245,2
0055506434615654050320214334,-1.000,0.941,0.848,0.941,0.848,-1.000,0.941,1
0033452623016342540455503345,-0.941,-0.941,0.762,-1.000,-0.941,-1.000,-0.941,2
0050356615501226046541230343,-1.000,-0.941,-0.941,0.000,-0.941,-0.941,-0.941,3
001124530653204562511533403,-0.941,-0.941,-0.941,-0.941,-0.941,-0.941,-0.941,0
000305514015633116531035446,-1.000,-0.635,-0.762,-0.245,-0.635,-0.635,-0.635,3
003606515235040360435241526,-1.000,-0.941,0.964,-0.941,0.964,-0.941,0.905,2
006452553216213002223314115,-0.941,-0.941,-1.000,-0.941,-0.941,-0.941,-0.941,0
002146533562054132346213512,-0.905,-0.905,0.000,-0.905,0.000,-0.905,0.000,2
002666435345511415023515066,-0.941,-0.941,-0.941,0.964,-0.941,-1.000,-0.941,3
005553413341503042661300362,-1.000,-0.941,-0.941,-1.000,-0.462,-0.941,-0.941,4
004006656366103346251255540,-1.000,0.905,0.905,0.964,0.000,-0.245,-1.000,3
001304326342213202004336526,-1.000,0.964,-1.000,-1.000,-0.941,0.000,-0.941,1
004125203503226553254562030,-1.000,-0.941,-1.000,0.964,0.905,-1.000,0.905,3
000220113661120515560512566,-1.000,-1.000,0.762,0.762,0.762,0.762,0.762,2
001366160223330045206543255,-1.000,-0.941,-0.941,-0.941,-0.941,-0.941,-0.941,1
002204124106555611155660256,-0.941,-0.941,-0.941,0.000,-0.941,-1.000,-0.941,3
005516236420000326626611443,-1.000,-0.941,-0.941,0.964,-0.941,-0.941,-1.000,3
000511152546235544604435140,-0.941,-0.941,-0.941,-0.941,-1.000,-1.000,-0.941,0
005440616645060333145150511,-1.000,-0.941,0.964,-0.941,-0.941,-0.941,-0.941,2
002620222214064005611465651,-1.000,-0.941,-1.000,0.964,-0.941,0.964,-0.941,3
001515212362416504132342020,0.905,-0.941,-1.000,0.964,-0.941,0.964,-0.941,3
001401033365443015203235614,-1.000,0.905,0.964,-1.000,0.905,0.964,0.964,2
003413320064666506114331146,0.905,0.905,0.905,0.905,0.905,0.905,-1.000,0
002356403212040130331636544,-1.000,0.000,0.905,-1.000,0.000,0.000,0.964,6
006204562635216212432445540,-0.941,0.905,-1.000,0.964,-0.941,-0.941,-0.941,3
006652660416452132145231622,0.000,-0.941,-1.000,-0.941,-0.941,-0.941,-1.000,0
006621033066455410331660334,-1.000,-0.941,-0.941,-1.000,-0.941,0.964,-1.000,5
004165243510045115503606365,-1.000,-0.941,-0.941,0.905,-0.941,-1.000,0.964,6
003335135234314156146655141,-0.941,-1.000,0.964,-1.000,-0.941,-0.941,0.905,2
000251003611136103215426245,-1.000,-1.000,-0.941,-0.941,-0.941,-0.941,-0.941,2
000203460033245313546642564,-1.000,-0.941,-0.941,0.964,-0.941,0.000,-0.941,3
004424521024016662554153514,0.905,0.964,0.905,0.964,-1.000,0.905,0.964,1
003252356311301400065154221,-1.000,-0.245,-0.245,-0.245,0.000,0.000,-0.462,4
004520043666454641532264223,-0.905,-0.941,-0.905,-0.941,-1.000,-0.941,-0.905,0
000244010021312562264556444,-1.000,0.964,0.905,0.964,-1.000,0.905,0.905,1
004510611456520021552026126,-1.000,-0.941,-0.941,-0.848,-0.941,-0.941,-0.941,3
005343311041044043431563101,-1.000,-1.000,0.762,-1.000,-1.000,0.462,0.462,2
006305130225024152351550213,-1.000,-0.462,-0.905,0.000,0.905,-1.000,0.905,4
002430211422622441645640131,0.964,0.762,-1.000,-0.941,-1.000,0.905,0.848,0
002401110412012120463364656,-1.000,-1.000,-0.941,0.964,-0.941,0.964,0.905,3
004110035066642160553613153,-1.000,-0.941,-0.941,-0.941,-0.462,-0.941,-0.941,4
002345066434506341245105351,-0.941,-0.941,-0.941,-0.905,-0.941,-0.941,-0.941,3
006156244232262245430416055,-0.941,-0.941,-1.000,-0.941,-0.941,-0.941,0.964,6
000103303225566042121355356,-1.000,-0.941,-0.941,-0.941,-0.941,-0.941,-0.941,1
002455205243245012550324610,-1.000,-0.941,-1.000,0.905,-0.941,-1.000,-0.941,3
001113031162052015220352266,-1.000,-1.000,-1.000,0.964,0.964,0.905,0.905,3
006216422042121104106301532,-1.000,-1.000,-1.000,-0.941,0.762,0.762,0.762,4
00654111100426116644320035,-1.000,-1.000,0.964,0.905,-0.964,-0.964,-0.964,2
00644213430610536435645541,-0.964,-0.964,-0.848,-0.964,-1.000,-0.964,-0.964,2
00254336353001522303522640,-1.000,0.964,0.905,-1.000,0.964,0.905,0.905,1
00004236650560556633244323,-1.000,-0.964,-0.964,-0.964,-0.964,-0.964,-0.964,1
00364115266244615403026411,-0.964,-0.964,-0.964,-0.964,-0.964,0.964,0.964,5
00503256035631061322211361,0.000,0.000,0.000,0.000,0.905,0.964,0.000,5
00654546512616024335543460,-0.964,-0.964,0.964,-0.964,-0.964,-0.964,-0.964,2
00365030414206056632234223,-1.000,-0.964,0.905,0.905,0.964,0.964,0.905,4
00235553505114444164030533,0.762,0.762,-0.964,0.762,0.762,-1.000,0.762,0
00152005435404141523450231,-1.000,-0.762,-0.762,-0.635,-0.941,-0.941,-0.964,3
00420223063124263264635343,-0.964,-0.964,-1.000,-1.000,-0.964,0.905,-0.964,5
00523141500156302432226546,-0.964,0.000,-0.964,0.964,-0.964,-0.964,-0.964,3
00053046611461314320150362,-1.000,-0.964,-0.964,-0.964,0.905,-0.964,0.964,6
00230662015460466043465552,-1.000,0.905,-0.964,-0.964,0.964,-0.964,-1.000,4
00104306060525366446521344,-1.000,0.905,-0.964,0.905,-0.635,0.964,-0.635,5
00446233336636060462102044,-1.000,0.905,-0.964,-0.964,-0.964,0.964,-1.000,5
00204622502154520546130455,-1.000,0.000,0.000,-0.462,0.000,-1.000,0.462,6
00531555053405436041114012,-1.000,0.245,0.245,0.245,0.964,-1.000,0.245,4
00216112441562255006410532,-0.964,-0.964,-0.964,-0.905,-0.964,-0.964,-0.964,3
00422044234300623503336116,-1.000,-0.941,0.462,-1.000,-0.462,0.000,-0.462,2
00064331643363000614226245,-1.000,-0.964,-0.964,-0.964,-0.964,-0.964,-0.964,1
00014514401254322450541523,-0.964,0.964,-0.964,0.964,-1.000,-0.964,-0.964,1
00133061313606532156021062,-1.000,-0.964,-0.635,-0.964,-0.964,-0.964,-0.964,2
00413160256344600540343666,-1.000,-0.964,0.245,-0.964,-0.964,-0.964,-1.000,2
00603222265443622046655506,-0.635,-0.762,-1.000,0.964,0.905,-0.462,-1.000,3
00000416113162452613230441,-1.000,-1.000,0.905,0.964,-0.941,-0.964,-0.941,3
00314446614510525643212453,0.964,-0.964,0.905,-0.964,-1.000,0.964,-0.964,0
00231002106145516163203346,-1.000,-0.941,-0.964,-0.964,-0.964,-0.964,-0.964,1
00420464214204104310321552,-1.000,0.964,-0.964,-0.964,-1.000,-0.964,-0.964,1
00030106414520541222644664,-1.000,-0.964,-0.964,0.964,-1.000,-0.964,-0.964,3
00004301146624644315625552,-0.964,-0.964,-0.964,-0.905,-0.964,-0.964,-0.964,3
00355033025262314306232561,-0.964,0.905,-0.964,-1.000,-0.964,-0.964,-0.964,1
00025036463356613503156153,-0.941,-0.941,0.905,-1.000,-0.964,-0.941,-0.941,2
00323015215564151211505606,0.905,-1.000,0.905,0.905,0.964,-1.000,0.635,4
00204450664405465214262161,-0.964,-0.964,-0.964,0.964,-1.000,-0.964,-0.964,3
00115011262011420643052565,-1.000,-1.000,-0.964,-0.964,-0.964,-0.635,-0.964,5
00323004301455052313253655,-1.000,0.964,-0.964,-1.000,0.905,-1.000,-0.964,1
00543103634146564000621416,-1.000,-0.964,0.905,0.964,-0.964,0.964,-0.964,3
00003523203022626443363246,-1.000,0.964,-1.000,-1.000,0.905,0.905,0.635,1
00543450626510416424365524,0.905,-0.964,-0.964,-0.964,-1.000,-0.964,0.964,6
00203124036566350201633166,-1.000,0.000,-0.964,-0.964,-0.964,-0.964,-1.000,1
00224300341003663352122525,-1.000,-0.964,-1.000,-0.964,-0.964,-0.964,-0.964,1
00103562043133123653544210,-0.964,-0.964,0.905,-1.000,-0.964,-0.964,0.964,6
00052652363103431034314015,-1.000,-0.964,0.964,-1.000,0.905,0.964,-0.964,2
00246026223452336361233664,-0.964,-0.964,-1.000,-1.000,-0.964,-0.964,-1.000,0
00003365146102034315565131,-1.000,-0.964,-0.964,-0.964,-0.964,-0.964,0.964,6
00412525513535521213023320,-0.964,-0.964,-1.000,-0.964,-0.941,-1.000,-0.964,4
00043336351362521503560465,0.964,0.905,0.964,-1.000,0.905,0.905,0.905,0
00510513213345566063002516,-1.000,-0.964,0.964,-0.964,0.964,-0.964,-0.964,2
00135565343353405023512422,-0.964,-0.964,-0.964,-1.000,0.964,-1.000,-0.964,4
0013346350355213003250544,-1.000,-0.964,-0.964,-1.000,-0.964,-0.964,-0.964,1
0065235552044016552364461,-0.941,0.978,-0.941,-0.964,-0.941,-1.000,-0.941,1
0053511326213120526122664,-0.964,0.978,-1.000,-0.964,-0.964,-0.964,-0.964,1
0013546252663304556100012,-1.000,0.462,0.762,0.462,0.635,0.462,0.000,2
0056122432556214334665535,0.941,0.941,0.941,0.941,0.978,-1.000,0.941,4
0010155626431651630054455,-0.905,-0.905,-0.941,0.941,-0.462,-1.000,-0.905,3
0036001223041160443666121,-1.000,-0.964,-0.964,-0.964,-0.964,-0.964,-0.964,1
0024256332614122354355031,-0.964,-0.964,-0.964,-0.964,-0.964,-0.964,0.000,6
0054216665162254005430204,-1.000,0.941,0.941,0.978,0.462,0.462,0.000,3
0042134133611044433306265,-0.964,-0.964,0.978,-1.000,-0.964,-0.964,-0.964,2
0013405105163265134300514,-1.000,-0.964,-0.964,-0.964,-0.462,-0.964,-0.964,4
0031500004615455114642133,-1.000,-0.964,0.978,-0.964,-0.964,-0.964,-0.964,2
0056354164014224266261400,0.000,0.978,0.000,0.635,0.000,0.000,0.000,1
0043422541136410323223344,-0.964,-0.964,-0.964,-1.000,-1.000,-0.941,-0.964,5
0025051466510543330635513,-0.462,-0.964,-0.964,-0.964,-0.964,-1.000,-0.964,0
0052064260065525121124025,-1.000,0.941,-1.000,0.978,0.941,0.941,0.941,3
0035033160561042642641121,-0.964,-0.964,-0.964,-0.964,-0.964,-0.964,-0.964,0
0026043355636663265101545,-0.964,-0.964,-0.964,0.978,0.978,-0.964,-1.000,3
0063625224501246420613430,-0.964,-0.964,-0.964,0.978,-0.964,-0.964,-0.964,3
0062263163420540120225131,-0.964,0.941,-1.000,-0.964,-0.964,-0.964,-0.964,1
0051455612660653125513311,-0.964,-1.000,0.941,-0.964,0.978,-1.000,-0.964,4
0034514416515000126401214,-1.000,-1.000,-0.964,-0.964,-0.964,-0.964,-0.964,2
0051306053651626665422551,0.978,0.978,0.941,0.941,0.941,-1.000,-1.000,0
0042464553516104145360401,-0.964,-0.964,0.978,-0.964,-1.000,-0.964,-0.964,2
0033126335100356052556316,-0.964,-0.964,0.978,-1.000,-0.964,-0.964,-0.964,2
0023314622600144164141423,-0.245,-0.245,0.905,0.635,-1.000,-0.964,-0.245,2
0060035440330531532126631,-1.000,0.000,-0.905,-1.000,0.000,0.000,0.000,1
0044334631660313016120456,0.905,0.941,0.941,0.905,0.941,0.941,0.905,1
0006343236211056235302655,-0.964,0.978,-0.964,-0.964,-0.964,-0.964,-0.964,1
0001605542264210466554436,-0.964,-0.964,-0.964,-0.245,-0.964,-0.964,-0.964,3
0055321556246301236656512,-0.964,-0.964,-0.635,-0.964,-0.964,-1.000,-0.964,2
0062324036336561020611261,-0.462,-0.462,-0.941,-0.941,-0.462,-0.941,-1.000,0
0032303243322264063115125,-0.635,-0.462,-1.000,-1.000,-0.245,-0.462,0.000,6
0055620254323325124535136,0.848,0.941,0.848,0.848,0.941,-1.000,-0.964,1
0000452351546555334143044,0.905,0.941,0.941,0.941,-1.000,-1.000,0.941,1
0032613142112543354661350,-0.964,-0.964,-0.964,-0.964,0.978,0.978,-0.964,4
0060230112030124235654451,-1.000,-0.964,-0.964,0.978,0.978,-0.964,-0.964,3
0001011463203233345551340,-1.000,-0.964,0.941,-1.000,0.978,-0.964,-0.964,4
0041461354054526611246123,0.978,0.941,0.941,0.978,0.941,0.941,0.941,0
0014114220042235152043652,-0.964,-0.964,-1.000,-0.964,-0.964,0.978,-0.964,5
0011624533302623343250541,0.978,0.978,-0.964,-1.000,0.941,0.978,-0.964,0
0063540643641520303643436,-0.964,-0.964,0.941,-1.000,-0.964,-0.964,-0.964,2
0042416452210345352541632,0.978,0.978,-0.964,-0.964,-0.964,0.978,0.978,0
0014201460410146130363616,-1.000,-1.000,0.978,0.978,-0.964,-0.964,0.941,2
0030334415051255550246162,-0.964,-0.964,0.978,-0.964,-0.964,-1.000,-0.964,2
0066056060454342026456352,-1.000,-0.964,-0.964,0.941,-0.964,-0.964,-1.000,3
0002441562046006622253115,-1.000,0.941,0.462,0.941,0.941,0.941,0.462,1
0053253015054453334412646,-0.964,-0.964,0.905,-0.964,-0.964,-0.964,-0.964,2
0053302364024322344634564,0.000,-0.462,-0.941,-1.000,-1.000,0.978,0.941,5
0043515530101303136102414,-1.000,-1.000,-0.964,0.978,-0.964,-0.964,-0.964,3
