move_sequence,col0,col1,col2,col3,col4,col5,col6,best_col
1123353566,0.635,0.762,0.941,0.941,0.762,0.762,-0.635,2
020533364,-0.762,-0.762,-0.462,0.245,0.000,-0.462,-0.462,3
0000303665,0.245,0.848,0.978,0.978,0.635,0.245,0.245,2
21211445,0.245,0.635,0.987,0.762,0.462,0.635,0.000,2
0454644661,-0.992,-0.762,-0.635,-0.848,-0.992,-0.762,-0.992,2
0202225224,-0.635,-0.762,-1.000,-0.635,-0.635,-0.635,-0.762,0
11123662,-0.998,-0.964,-0.905,-0.245,-0.905,-0.978,-0.941,3
11422343,-0.762,-0.635,-0.462,0.905,0.848,-0.762,-0.762,3
0100214662,-0.762,-0.462,-0.462,-0.462,-0.462,-0.635,-0.995,1
1005151522,-0.999,0.999,-0.999,-0.999,-0.999,0.462,-0.999,1
0125555554,-0.462,-0.245,-0.462,-0.462,-0.245,-1.000,-0.462,1
2330366666,0.762,0.762,0.000,0.848,0.848,0.848,0.762,3
0031422622,0.462,0.995,0.462,0.995,0.762,0.000,0.462,1
2136332,-0.999,0.000,-0.999,-0.999,-0.998,-0.762,-0.999,1
0202224664,-0.905,-0.992,-0.964,-0.905,-0.905,-0.762,-0.848,5
0434355355,-0.762,-0.462,-0.462,-0.462,-0.762,-0.762,-0.762,1
0000030663,-1.000,-0.848,-0.998,-0.997,-0.848,-0.848,-0.997,1
0411015565,-0.462,-0.848,-0.848,-0.462,-0.762,-0.762,-0.762,0
003131633,-0.905,-0.245,-0.995,-0.905,-0.462,-0.905,-0.848,1
0300040404,-1.000,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,4
0100214655,-0.462,0.635,0.000,0.999,0.462,-0.462,-0.462,3
1123353552,0.462,0.635,0.462,0.762,0.762,0.635,0.762,3
0066060046,-0.999,-0.999,-0.999,-0.999,-0.999,-0.999,-0.462,6
0111234454,-0.997,-0.997,-0.848,-0.998,-0.992,-0.905,-0.997,2
11464655,-0.635,-0.462,0.462,0.762,0.762,-0.462,-0.462,3
1141131363,-0.999,-0.999,-0.999,-0.905,-0.999,-0.999,-0.999,3
0211126335,-0.999,-0.999,-0.999,-0.999,0.462,-0.999,-0.999,4
03144544,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,0
11222433,1.000,-1.000,-1.000,-1.000,0.000,-1.000,-1.000,0
00035556,-0.635,-0.635,-0.635,0.000,-0.635,-0.635,-0.635,3
0061646665,-0.905,-0.905,-0.848,0.000,-0.635,-0.635,-0.978,3
1005565661,0.000,0.762,0.245,0.762,0.762,0.762,0.000,1
03336445,-1.000,-1.000,-0.462,-1.000,-1.000,-1.000,-1.000,2
21123444,-0.762,-0.635,0.245,-0.848,-0.462,-0.762,-0.762,2
0000031124,-0.999,-0.978,-0.762,-0.462,-0.999,-0.999,-0.999,3
1053545505,0.462,0.462,0.462,0.762,-0.462,0.000,0.462,3
0000313136,0.848,0.905,0.992,0.999,0.992,0.992,0.964,3
0036666663,-0.462,-0.462,0.000,0.000,0.000,0.000,-1.000,2
03263353,-0.762,-0.848,-0.762,-0.848,-0.941,-0.762,-0.762,0
1141436331,-0.999,-0.762,-0.999,-0.999,-0.999,-0.999,-0.999,1
0000031134,-0.999,-0.999,-0.462,-0.999,-0.999,-0.635,-0.635,2
2330366466,-0.999,-0.999,-0.999,-0.999,-0.999,0.848,-0.999,5
0246656565,-0.999,-0.999,-0.999,-0.999,-0.999,0.245,0.999,6
2166626,0.635,0.635,0.848,0.762,0.000,0.635,0.462,2
0161633566,-0.762,-0.462,-0.635,0.635,-0.462,-0.635,-0.762,3
11464661,-0.635,0.762,-0.462,0.462,0.462,-0.635,-0.635,1
11422346,0.462,0.462,0.762,0.000,0.762,0.635,0.000,2
0202224446,-0.762,-0.992,-0.905,-0.905,-0.635,-0.762,-0.905,4
03303363,-0.635,-0.245,0.000,0.000,-0.462,-0.245,-0.462,2
0300040064,-1.000,-0.992,-0.905,-0.999,-0.999,-0.992,-0.999,2
0061666263,-0.999,-0.999,-0.999,-0.999,-0.635,-0.999,-0.999,4
020626566,-0.762,-0.635,0.462,-0.635,-0.762,-0.462,-0.762,2
0000031154,-0.848,-0.905,-0.999,-0.635,-0.762,-0.762,-0.635,3
0010011415,-0.999,0.998,-0.462,0.998,-0.999,-0.999,-0.462,1
0000313163,-0.762,0.000,-0.762,0.245,-0.462,0.245,-0.762,3
1043344346,-0.462,0.462,0.000,0.635,0.762,0.635,0.000,4
0100214553,-0.635,-0.245,0.000,-0.245,-0.462,-0.995,-0.995,2
